name      ,alt_name_1   ,ra        ,dec      ,morph_type,log_d25,log_ae,phot_mag,surf_brtness_d25,h_21cm_w20,radial_velocity_gsr,class            
NGC 623   ,ESO 353-23   ,01 35 06.0,-36 29 23,.E+..*.   ,1.31,0.9,13.58,14.62,          ,8896,ELLIPTICAL GALAXY
          ,ESO 352-51   ,01 21 12.8,-36 28 24,.E?....   ,0.96,      ,14.64,                ,          ,5878,ELLIPTICAL GALAXY
          ,UGC 10144    ,16 02 12.0,+16 20 00,.E.....   ,1.11,0.79,14.11,14.47,          ,11540,ELLIPTICAL GALAXY
          ,ESO 266-22   ,11 45 24.3,-44 25 28,.E?....   ,0.92,0.85,14.58,13.94,          ,                   ,ELLIPTICAL GALAXY
          ,             ,00 07 03.7,-44 22 05,.E+1...   ,1.1,      ,        ,                ,          ,                   ,ELLIPTICAL GALAXY
NGC 1490  ,ESO 83-11    ,03 53 34.5,-66 01 02,.E.1...   ,1.11,      ,13.4,                ,          ,5224,ELLIPTICAL GALAXY
          ,ESO 290-20   ,22 50 43.4,-45 19 47,.E+2...   ,1.23,      ,14.35,                ,          ,                   ,ELLIPTICAL GALAXY
NGC 1162  ,MCG -2-8-36  ,02 58 56.0,-12 23 56,.E...*.   ,1.14,      ,        ,                ,          ,                   ,ELLIPTICAL GALAXY
          ,MCG -2-32-26 ,12 42 49.0,-12 23 25,.E+....   ,1.16,      ,        ,                ,          ,                   ,ELLIPTICAL GALAXY
          ,ESO 6-6      ,09 15 42.7,-86 46 01,.E.2.*.   ,0.99,      ,14.49,                ,          ,                   ,ELLIPTICAL GALAXY
IC 1459   ,ESO 406-30   ,22 57 10.5,-36 27 45,.E.3+..   ,1.72,1.06,10.85,14.19,          ,1697,ELLIPTICAL GALAXY
IC 4516   ,UGC 9587     ,14 54 18.0,+16 21 00,.E.....   ,1.11,      ,14.22,                ,          ,13721,ELLIPTICAL GALAXY
          ,ESO 505-15   ,12 07 07.6,-25 41 30,.E+3.*.   ,1.18,      ,14.01,                ,          ,7372,ELLIPTICAL GALAXY
NGC 4692  ,UGC 7967     ,12 47 55.4,+27 13 24,.E+..*.   ,1.13,0.81,13.69,14.19,          ,7888,ELLIPTICAL GALAXY
          ,             ,13 42 05.8,-45 12 20,DE.0?P.   ,1.1,      ,        ,                ,          ,                   ,ELLIPTICAL GALAXY
NGC 7010  ,MCG -2-53-24 ,21 04 39.7,-12 20 17,.E+..P*   ,1.27,      ,        ,                ,          ,8601,ELLIPTICAL GALAXY
          ,MCG 3-41-60  ,16 03 06.0,+16 23 00,.E+....   ,0.92,      ,15.01,                ,          ,11190,ELLIPTICAL GALAXY
NGC 7454  ,UGC 12305    ,23 01 06.7,+16 23 24,.E.4...   ,1.35,0.92,13.11,14.14,          ,2167,ELLIPTICAL GALAXY
          ,ESO 502-17   ,11 05 55.2,-25 35 19,.E?....   ,0.83,      ,14.58,13.31,          ,                   ,ELLIPTICAL GALAXY
          ,ESO 86-62    ,06 08 52.7,-65 43 51,.E+4.*.   ,1.28,      ,13.55,                ,          ,                   ,ELLIPTICAL GALAXY
IC 5328   ,ESO 291-29   ,23 33 17.0,-45 01 01,.E.4...   ,1.4,0.87,12.3,13.83,          ,3066,ELLIPTICAL GALAXY
IC 362    ,MCG -2-11-31 ,04 16 42.6,-12 12 02,.E+..?.   ,1.24,      ,        ,                ,          ,                   ,ELLIPTICAL GALAXY
          ,ESO 5-10     ,07 32 36.5,-84 04 24,.E.4...   ,1.19,0.68,13.84,14.18,          ,                   ,ELLIPTICAL GALAXY
          ,             ,03 47 09.0,-36 19 41,DE.2...   ,1.06,      ,        ,                ,          ,                   ,ELLIPTICAL GALAXY
          ,             ,03 45 00.1,-36 19 13,DE.4...   ,1.1,      ,        ,15.77,          ,                   ,ELLIPTICAL GALAXY
IC 4451   ,ESO 385-46   ,14 34 37.1,-36 17 07,.E+..*.   ,1.26,0.93,13.34,                ,          ,3841,ELLIPTICAL GALAXY
NGC 7484  ,ESO 407-6    ,23 07 04.4,-36 16 28,.E.....   ,1.25,      ,12.78,                ,          ,2736,ELLIPTICAL GALAXY
          ,MCG 3-41-95  ,16 05 24.0,+16 25 00,.E.....   ,1.12,      ,        ,                ,          ,13132,ELLIPTICAL GALAXY
          ,MCG 3-41-121 ,16 06 12.0,+16 25 00,.E.....   ,0.93,      ,15.03,                ,          ,10224,ELLIPTICAL GALAXY
          ,ESO 488-27   ,05 48 38.0,-25 28 42,.E+1...   ,1.12,      ,13.99,                ,          ,11789,ELLIPTICAL GALAXY
          ,ESO 274-6    ,15 16 10.1,-44 00 51,.E.3...   ,1.05,      ,14.49,                ,          ,                   ,ELLIPTICAL GALAXY
NGC 6736  ,ESO 104-37   ,19 07 29.4,-65 25 44,.E.2...   ,1.05,      ,14.27,                ,          ,                   ,ELLIPTICAL GALAXY
          ,ESO 269-66   ,13 13 09.2,-44 53 24,DE.2?P.   ,1.16,      ,14.11,                ,          ,                   ,ELLIPTICAL GALAXY
          ,ESO 251-4    ,04 28 49.5,-44 51 47,.E.5...   ,1.11,      ,14.14,                ,          ,                   ,ELLIPTICAL GALAXY
IC 2482   ,MCG -2-24-25 ,09 26 59.3,-12 06 33,.E+....   ,1.36,      ,        ,                ,          ,                   ,ELLIPTICAL GALAXY
A 1955+40 ,MCG 7-41-2   ,19 56 48.0,+40 24 00,.E.0.*.   ,0.52,      ,        ,13.67,          ,4901,ELLIPTICAL GALAXY
          ,UGC 3525     ,06 45 03.5,+40 24 52,.E?....   ,1.18,      ,14.4,                ,          ,7284,ELLIPTICAL GALAXY
          ,ESO 11-4     ,21 39 27.2,-83 20 07,.E+4.*P   ,0.89,      ,15.38,                ,          ,17077,ELLIPTICAL GALAXY
A 0300+16 ,             ,03 03 14.8,+16 26 25,.E.1.$.   ,       ,0.42,        ,                ,          ,9783,ELLIPTICAL GALAXY
          ,ESO 501-89   ,10 44 26.4,-25 22 34,.E?....   ,1.02,0.93,14.21,13.48,          ,                   ,ELLIPTICAL GALAXY
NGC 7012  ,ESO 286-51   ,21 06 45.9,-44 48 50,.E+4.P.   ,1.4,      ,13.65,                ,          ,8755,ELLIPTICAL GALAXY
A 1954+40 ,MCG 7-41-1   ,19 56 12.0,+40 26 00,.E.1.*.   ,0.6,      ,        ,12.67,          ,4987,ELLIPTICAL GALAXY
IC 2311   ,ESO 495-2    ,08 18 45.7,-25 22 14,.E.0.*.   ,1.32,0.88,12.49,13.97,          ,1631,ELLIPTICAL GALAXY
          ,ESO 488-33   ,05 49 22.2,-25 20 51,.E?....   ,1.01,      ,14.51,                ,          ,11883,ELLIPTICAL GALAXY
NGC 904   ,UGC 1852     ,02 24 06.0,+27 20 00,.E.....   ,1.09,      ,14.56,                ,          ,                   ,ELLIPTICAL GALAXY
          ,ESO 273-2    ,14 46 31.1,-43 57 10,.E?....   ,0.76,0.77,        ,                ,          ,                   ,ELLIPTICAL GALAXY
NGC 2235  ,ESO 87-13    ,06 22 21.7,-64 56 01,.E.2.*.   ,1.12,      ,13.97,                ,          ,                   ,ELLIPTICAL GALAXY
NGC 4239  ,UGC 7316     ,12 17 14.7,+16 31 55,.E.....   ,1.25,0.71,13.27,14.49,          ,874,ELLIPTICAL GALAXY
          ,ESO 488-15   ,05 47 25.3,-25 15 24,.E?....   ,0.87,      ,14.72,                ,          ,12482,ELLIPTICAL GALAXY
          ,ESO 488-19   ,05 47 26.3,-25 14 48,.E?....   ,0.97,      ,14.78,                ,          ,12590,ELLIPTICAL GALAXY
NGC 6150  ,MCG 7-34-29  ,16 25 50.0,+40 29 19,.E?....   ,       ,      ,15,                ,          ,8971,ELLIPTICAL GALAXY
NGC 6180  ,MCG 7-34-95  ,16 30 30.0,+40 30 00,.E?....   ,       ,      ,15.11,                ,          ,9272,ELLIPTICAL GALAXY
IC 4452   ,CGCG 163-76  ,14 32 24.0,+27 25 00,.E?....   ,0.6,      ,15.4,                ,          ,4363,ELLIPTICAL GALAXY
NGC 4728  ,MCG 5-30-98  ,12 50 28.1,+27 26 05,.E.1...   ,1.09,      ,14.5,                ,          ,6499,ELLIPTICAL GALAXY
NGC 939   ,ESO 246-11   ,02 26 20.8,-44 26 45,.E+..*.   ,1.08,      ,14.03,                ,          ,5114,ELLIPTICAL GALAXY
NGC 3704  ,MCG -2-29-37 ,11 30 04.7,-11 32 47,.E+....   ,1.21,      ,        ,                ,          ,                   ,ELLIPTICAL GALAXY
          ,UGC 2717     ,03 24 36.4,+40 41 27,.E.....   ,1,      ,14.3,                ,          ,3854,ELLIPTICAL GALAXY
A 2040-26 ,ESO 528-36   ,20 43 46.3,-26 33 02,.E.0.P*   ,0.94,      ,14.85,12.94,          ,12228,ELLIPTICAL GALAXY
NGC 7224  ,UGC 11940    ,22 11 30.0,+25 50 00,.E.....   ,1.2,      ,14.24,                ,          ,                   ,ELLIPTICAL GALAXY
          ,ESO 221-26   ,14 08 23.6,-47 58 13,.E.5.P*   ,1.45,0.84,12.02,13.78,          ,1267,ELLIPTICAL GALAXY
NGC 3522  ,UGC 6159     ,11 06 40.5,+20 05 08,.E.....   ,1.08,      ,14.13,                ,          ,1158,ELLIPTICAL GALAXY
NGC 4767  ,ESO 323-36   ,12 53 53.3,-39 42 52,.E.....   ,1.42,0.91,12.51,13.79,          ,2812,ELLIPTICAL GALAXY
IC 3032   ,MCG 3-31-59  ,12 11 07.9,+14 16 25,.E?....   ,0.99,      ,14.74,                ,          ,1036,ELLIPTICAL GALAXY
NGC 7628  ,UGC 12534    ,23 20 54.9,+25 53 59,.E.....   ,1.04,      ,13.7,                ,          ,4368,ELLIPTICAL GALAXY
NGC 7145  ,ESO 237-13   ,21 53 20.2,-47 52 57,.E.0...   ,1.4,0.99,12.18,13.99,          ,1864,ELLIPTICAL GALAXY
          ,ESO 231-17   ,19 04 45.9,-47 50 52,.E.6.?.   ,1.08,      ,13.52,                ,          ,                   ,ELLIPTICAL GALAXY
          ,ESO 198-1    ,02 16 45.5,-47 49 15,.E+4...   ,1.17,      ,14.36,                ,          ,18464,ELLIPTICAL GALAXY
          ,UGC 3558     ,06 50 12.0,+20 08 00,.E.....   ,1,      ,14.72,                ,          ,                   ,ELLIPTICAL GALAXY
          ,             ,21 58 59.6,-47 48 58,.E+2...   ,1.26,      ,        ,                ,          ,                   ,ELLIPTICAL GALAXY
NGC 1595  ,ESO 202-25   ,04 28 21.8,-47 48 57,.E.3...   ,1.13,0.65,13.72,13.93,          ,4533,ELLIPTICAL GALAXY
NGC 3117  ,UGC 5445     ,10 06 10.5,+02 54 40,.E...?.   ,0.94,      ,14.29,                ,          ,                   ,ELLIPTICAL GALAXY
NGC 3121  ,UGC 5450     ,10 06 52.2,+14 22 21,.E.....   ,1.24,      ,13.57,                ,          ,8952,ELLIPTICAL GALAXY
NGC 2592  ,UGC 4411     ,08 27 08.0,+25 58 15,.E.....   ,1.23,      ,13.28,                ,          ,1925,ELLIPTICAL GALAXY
NGC 4061  ,UGC 7044     ,12 04 01.6,+20 13 56,.E...*.   ,1.08,      ,14.12,                ,          ,7163,ELLIPTICAL GALAXY
IC 3370   ,ESO 322-14   ,12 27 37.0,-39 20 18,.E.2+..   ,1.46,1.11,11.98,14.02,          ,2748,ELLIPTICAL GALAXY
NGC 3617  ,ESO 503-12   ,11 17 50.7,-26 08 06,.E+....   ,1.25,0.55,13.43,14.58,          ,2010,ELLIPTICAL GALAXY
          ,ESO 254-17   ,06 06 35.9,-47 29 56,.E.2.?P   ,1.05,      ,14.59,                ,          ,                   ,ELLIPTICAL GALAXY
NGC 7411  ,UGC 12241    ,22 54 30.0,+20 14 00,.E...*.   ,0.98,      ,14.39,                ,          ,7022,ELLIPTICAL GALAXY
          ,ESO 343-23   ,21 43 17.9,-39 11 09,.E+3.*.   ,1.09,      ,14.96,                ,          ,19663,ELLIPTICAL GALAXY
          ,UGC 1891     ,02 26 06.0,+26 03 00,.E.....   ,1.04,      ,14.92,                ,          ,                   ,ELLIPTICAL GALAXY
          ,ESO 253-27   ,05 48 09.2,-47 24 17,.E+3...   ,1.01,      ,14.88,                ,          ,                   ,ELLIPTICAL GALAXY
NGC 4065  ,UGC 7050     ,12 04 06.4,+20 14 05,.E.....   ,1.04,0.85,13.88,13.74,          ,6268,ELLIPTICAL GALAXY
NGC 938   ,UGC 1947     ,02 28 33.3,+20 17 00,.E.....   ,1.2,      ,13.43,                ,          ,4166,ELLIPTICAL GALAXY
NGC 194   ,UGC 407      ,00 39 18.4,+03 02 10,.E.....   ,1.19,0.8,13.46,14.02,          ,5247,ELLIPTICAL GALAXY
          ,ESO 488-9    ,05 45 29.3,-25 55 58,.E?....   ,1.22,      ,14.08,                ,          ,13171,ELLIPTICAL GALAXY
NGC 7482  ,MCG 0-58-29  ,23 05 38.7,+03 03 35,.E+....   ,0.78,      ,14.62,                ,          ,                   ,ELLIPTICAL GALAXY
NGC 7436  ,UGC 12269    ,22 57 57.4,+26 09 00,.E.....   ,1.3,      ,        ,                ,          ,7575,ELLIPTICAL GALAXY
A 2103-47 ,ESO 286-49   ,21 06 47.9,-47 11 14,.E+..*.   ,1.12,      ,14.05,13.9,          ,5154,ELLIPTICAL GALAXY
NGC 4066  ,UGC 7051     ,12 04 09.4,+20 20 54,.E.....   ,1.09,      ,13.95,                ,          ,7325,ELLIPTICAL GALAXY
IC 4296   ,ESO 383-39   ,13 36 38.9,-33 57 59,.E.....   ,1.53,1.14,11.54,14.18,          ,3621,ELLIPTICAL GALAXY
NGC 4709  ,ESO 323-3    ,12 50 04.1,-41 22 56,.E.1...   ,1.38,1.34,12.48,13.72,          ,4452,ELLIPTICAL GALAXY
          ,ESO 384-49   ,14 06 07.0,-33 55 24,.E?....   ,1,      ,14.3,13.62,          ,4262,ELLIPTICAL GALAXY
NGC 4070  ,UGC 7052     ,12 04 11.9,+20 24 39,.E.....   ,0.99,      ,14.14,                ,          ,7174,ELLIPTICAL GALAXY
NGC 4278  ,UGC 7386     ,12 20 07.2,+29 16 47,.E.1+..   ,1.61,1.06,11.09,14.04,417,647,ELLIPTICAL GALAXY
NGC 4283  ,UGC 7390     ,12 20 21.0,+29 18 40,.E.0...   ,1.18,0.62,12.95,13.84,          ,1057,ELLIPTICAL GALAXY
NGC 4696  ,ESO 322-91   ,12 48 49.8,-41 18 39,.E+1.P.   ,1.65,      ,11.39,                ,          ,2783,ELLIPTICAL GALAXY
IC 2540   ,MCG 5-24-14  ,10 06 48.0,+31 28 00,.E?....   ,1.02,      ,14.66,                ,          ,6497,ELLIPTICAL GALAXY
NGC 6020  ,UGC 10100    ,15 57 08.4,+22 24 15,.E.....   ,1.15,0.74,14.01,14.13,          ,4461,ELLIPTICAL GALAXY
          ,MCG 5-3-32   ,00 59 40.5,+29 20 17,.E?....   ,       ,      ,15.1,                ,          ,5011,ELLIPTICAL GALAXY
NGC 83    ,UGC 206      ,00 21 22.8,+22 26 08,.E.....   ,1.19,0.9,13.85,14.48,          ,6515,ELLIPTICAL GALAXY
A 1335-33 ,ESO 383-49   ,13 38 03.1,-33 52 26,.E+..*.   ,1,      ,14.27,                ,          ,3708,ELLIPTICAL GALAXY
NGC 3606  ,ESO 377-32   ,11 16 16.1,-33 49 35,.E.0.*.   ,1.17,      ,13.4,                ,          ,2812,ELLIPTICAL GALAXY
          ,UGC 6609     ,11 38 36.0,+20 32 00,.E.....   ,1.15,      ,14.33,                ,          ,                   ,ELLIPTICAL GALAXY
NGC 4089  ,MCG 4-29-17  ,12 05 30.0,+20 32 00,.E?....   ,0.9,      ,14.65,                ,          ,6924,ELLIPTICAL GALAXY
NGC 3091  ,ESO 566-41   ,10 00 13.9,-19 38 14,.E.3.*.   ,1.47,1.04,12.24,13.96,          ,3679,ELLIPTICAL GALAXY
          ,MCG -3-26-6  ,10 00 10.3,-19 37 20,.E?....   ,0.6,      ,        ,12.21,          ,3806,ELLIPTICAL GALAXY
A 1113+29A,MCG 5-27-35  ,11 16 11.2,+29 23 25,.E.3.*.   ,0.9,      ,15.07,14.11,          ,8730,ELLIPTICAL GALAXY
          ,ESO 323-34   ,12 53 25.9,-41 12 16,.E.5.*.   ,1.3,      ,13.01,                ,          ,4125,ELLIPTICAL GALAXY
NGC 822   ,ESO 298-9    ,02 06 39.3,-41 09 27,.E...*.   ,1.06,      ,14.21,13.75,          ,5278,ELLIPTICAL GALAXY
NGC 4729  ,ESO 323-16   ,12 51 46.5,-41 07 54,.E+..*.   ,1.17,0.81,13.47,14.23,          ,3163,ELLIPTICAL GALAXY
NGC 2663  ,ESO 371-14   ,08 45 08.2,-33 47 40,.E.....   ,1.54,1.26,11.86,                ,          ,1876,ELLIPTICAL GALAXY
NGC 4095  ,MCG 4-29-22  ,12 05 54.3,+20 34 22,.E?....   ,       ,      ,14.52,                ,          ,7075,ELLIPTICAL GALAXY
NGC 5018  ,ESO 576-10   ,13 13 01.0,-19 31 12,.E.3.*.   ,1.52,0.88,11.63,13.94,          ,2673,ELLIPTICAL GALAXY
          ,CGCG 156-39  ,11 16 00.0,+29 26 00,.E.3.*.   ,       ,      ,15.3,                ,          ,8308,ELLIPTICAL GALAXY
          ,ESO 322-101  ,12 49 33.9,-41 03 20,.E?....   ,0.95,      ,14.38,13.47,          ,1855,ELLIPTICAL GALAXY
NGC 5127  ,UGC 8419     ,13 23 45.3,+31 33 54,.E...P.   ,1.45,      ,12.9,                ,          ,4820,ELLIPTICAL GALAXY
          ,UGC 7132     ,12 09 10.0,+31 34 10,.E.....   ,1.08,      ,13.96,                ,          ,6758,ELLIPTICAL GALAXY
IC 4421   ,ESO 385-27   ,14 28 31.5,-37 34 59,.E?....   ,1.16,0.79,13.63,13.7,          ,3526,ELLIPTICAL GALAXY
NGC 6805  ,ESO 338-14   ,19 36 45.9,-37 33 16,.E.1...   ,1.04,      ,14.3,                ,          ,                   ,ELLIPTICAL GALAXY
Sculptor  ,ESO 351-30   ,01 00 09.4,-33 42 33,.E?....   ,2.6,      ,8.78,18.22,          ,115,ELLIPTICAL GALAXY
NGC 6086  ,UGC 10270    ,16 12 30.0,+29 30 00,.E.....   ,1.22,0.91,14,14.58,          ,9522,ELLIPTICAL GALAXY
          ,ESO 322-71   ,12 45 03.8,-41 00 48,.E?....   ,0.81,      ,15.17,                ,          ,2376,ELLIPTICAL GALAXY
NGC 3557  ,ESO 377-16   ,11 09 57.5,-37 32 17,.E.3...   ,1.61,1,11.51,14.1,          ,2813,ELLIPTICAL GALAXY
NGC 1419  ,ESO 301-23   ,03 40 42.7,-37 30 42,.E...P*   ,1.06,0.52,13.54,13.7,          ,1398,ELLIPTICAL GALAXY
A 2301+22 ,             ,23 04 02.6,+22 37 21,.E.1.P$   ,       ,      ,        ,                ,290,12012,ELLIPTICAL GALAXY
          ,ESO 574-12   ,12 36 24.4,-19 23 42,.E.....   ,0.94,0.98,14.01,13.45,          ,6413,ELLIPTICAL GALAXY
NGC 183   ,UGC 387      ,00 38 29.1,+29 30 42,.E.....   ,1.32,0.67,13.37,15.05,          ,5457,ELLIPTICAL GALAXY
          ,ESO 306-17   ,05 40 06.3,-40 50 12,.E+3...   ,1.39,      ,13.33,                ,          ,10544,ELLIPTICAL GALAXY
          ,ESO 364-18   ,05 57 12.6,-37 28 38,.E+2...   ,1.01,      ,15.04,                ,          ,                   ,ELLIPTICAL GALAXY
          ,ESO 346-3    ,22 49 22.7,-37 28 25,.E+2.P*   ,1.24,      ,13.73,                ,          ,8599,ELLIPTICAL GALAXY
          ,ESO 581-16   ,15 01 42.3,-19 17 24,.E.6.*.   ,1.17,      ,13.68,                ,          ,                   ,ELLIPTICAL GALAXY
NGC 5791  ,ESO 581-7    ,14 58 46.0,-19 16 03,.E.6.*.   ,1.42,0.86,12.74,14.02,          ,3278,ELLIPTICAL GALAXY
NGC 953   ,UGC 1991     ,02 31 09.9,+29 35 18,.E.....   ,       ,      ,14.5,                ,          ,                   ,ELLIPTICAL GALAXY
NGC 4661  ,ESO 322-72   ,12 45 14.7,-40 49 24,.E+..*/   ,1.06,      ,14.54,                ,          ,2351,ELLIPTICAL GALAXY
NGC 2918  ,UGC 5112     ,09 35 44.5,+31 42 17,.E.....   ,1.15,      ,13.56,                ,          ,6749,ELLIPTICAL GALAXY
NGC 3557B ,ESO 377-15   ,11 09 32.4,-37 20 53,.E.5.*.   ,1.31,      ,13.28,13.8,          ,2647,ELLIPTICAL GALAXY
NGC 1374  ,ESO 358-23   ,03 35 16.7,-35 13 35,.E.....   ,1.39,0.91,12.14,13.85,          ,1230,ELLIPTICAL GALAXY
NGC 2418  ,UGC 3931     ,07 36 37.9,+17 53 06,.E.....   ,1.26,      ,13.16,                ,          ,4970,ELLIPTICAL GALAXY
NGC 4898  ,MCG 5-31-82  ,13 00 17.4,+27 57 17,.E...P.   ,       ,      ,        ,                ,          ,6676,ELLIPTICAL GALAXY
NGC 5090  ,ESO 270-2    ,13 21 13.5,-43 42 18,.E.2...   ,1.46,      ,12.47,14.65,          ,3222,ELLIPTICAL GALAXY
          ,MCG 3-41-117 ,16 06 06.0,+18 36 00,.E.....   ,0.79,      ,15.37,                ,          ,11430,ELLIPTICAL GALAXY
NGC 5778  ,UGC 9590     ,14 54 24.0,+18 37 00,.E...?.   ,1.07,      ,14.8,                ,          ,                   ,ELLIPTICAL GALAXY
          ,UGC 4001     ,07 46 18.0,+62 27 00,.E.....   ,1.02,      ,14.5,                ,          ,                   ,ELLIPTICAL GALAXY
NGC 6521  ,UGC 11061    ,17 55 48.6,+62 36 44,.E.....   ,1.2,      ,13.95,                ,          ,8441,ELLIPTICAL GALAXY
          ,ESO 306-4    ,05 29 13.7,-42 12 36,.E+4.P.   ,1.12,      ,14.71,                ,          ,22888,ELLIPTICAL GALAXY
NGC 1373  ,ESO 358-21   ,03 34 58.8,-35 10 16,.E+..*.   ,1.06,      ,14,14.11,          ,1257,ELLIPTICAL GALAXY
          ,ESO 374-46A  ,10 14 01.7,-35 08 25,.E.0...   ,0.91,      ,14.35,                ,          ,8870,ELLIPTICAL GALAXY
NGC 5628  ,UGC 9278     ,14 28 26.0,+17 55 31,.E.....   ,1.06,      ,14.33,                ,          ,5668,ELLIPTICAL GALAXY
NGC 2865  ,ESO 498-1    ,09 23 30.8,-23 09 48,.E.3+..   ,1.39,0.62,12.43,14.19,          ,2401,ELLIPTICAL GALAXY
NGC 4874  ,UGC 8103     ,12 59 35.3,+27 57 36,.E+0...   ,1.29,1.13,13.1,14.08,          ,7166,ELLIPTICAL GALAXY
NGC 1571  ,ESO 250-19   ,04 22 08.8,-43 37 44,.E+..P.   ,1.3,0.64,13.21,14.43,          ,4236,ELLIPTICAL GALAXY
NGC 4946  ,ESO 269-45   ,13 05 29.3,-43 35 27,.E+..?.   ,1.19,0.7,13.29,14.14,          ,2908,ELLIPTICAL GALAXY
NGC 6512  ,MCG 10-25-115,17 54 48.0,+62 38 00,.E?....   ,       ,      ,14.9,                ,          ,8623,ELLIPTICAL GALAXY
          ,UGC 11539    ,20 18 30.0,+62 40 00,.E.....   ,1.08,      ,14.6,                ,          ,                   ,ELLIPTICAL GALAXY
NGC 5216  ,UGC 8528     ,13 32 07.9,+62 42 04,.E.0.P.   ,1.4,1.06,13.56,                ,          ,3077,ELLIPTICAL GALAXY
          ,UGC 4322     ,08 19 54.0,+62 49 00,.E.....   ,1.04,      ,14.7,                ,          ,                   ,ELLIPTICAL GALAXY
          ,ESO 302-16   ,03 52 21.5,-42 08 19,DE.6.*.   ,1.13,      ,15.58,                ,          ,                   ,ELLIPTICAL GALAXY
NGC 862   ,ESO 298-20   ,02 13 02.9,-42 02 00,.E...*.   ,0.94,0.54,13.83,13.35,          ,5216,ELLIPTICAL GALAXY
IC 3461   ,MCG 2-32-116 ,12 32 02.5,+11 53 21,.E?....   ,0.84,      ,15.22,14.02,          ,1189,ELLIPTICAL GALAXY
NGC 2119  ,UGC 3380     ,05 57 24.0,+11 58 00,.E.....   ,1.08,      ,        ,                ,          ,                   ,ELLIPTICAL GALAXY
NGC 3605  ,UGC 6295     ,11 16 46.7,+18 01 04,.E.4+..   ,1.19,0.85,12.88,13.61,          ,581,ELLIPTICAL GALAXY
          ,UGC 3447     ,06 20 30.0,+27 58 00,.E...*.   ,1.08,      ,14.92,                ,          ,                   ,ELLIPTICAL GALAXY
IC 4133   ,MCG 5-31-117 ,13 03 54.0,+27 58 00,.E?....   ,       ,      ,15.37,                ,          ,6347,ELLIPTICAL GALAXY
NGC 4867  ,MCG 5-31-62  ,12 59 15.6,+27 58 07,.E.3...   ,0.82,0.17,15.17,14.51,          ,4770,ELLIPTICAL GALAXY
          ,ESO 269-72   ,13 13 34.3,-43 31 35,.E.4.*.   ,1.12,      ,13.96,                ,          ,3022,ELLIPTICAL GALAXY
          ,ESO 323-11   ,12 50 46.6,-41 53 43,.E?....   ,0.85,      ,14.66,                ,          ,4457,ELLIPTICAL GALAXY
NGC 1395  ,ESO 482-19   ,03 38 29.6,-23 01 40,.E.2...   ,1.77,1.21,10.9,14.07,          ,1605,ELLIPTICAL GALAXY
NGC 4864  ,MCG 5-31-58  ,12 59 13.3,+27 58 33,.E.2...   ,0.77,0.44,15.2,12.83,          ,6819,ELLIPTICAL GALAXY
NGC 4889  ,UGC 8110     ,13 00 08.3,+27 58 39,.E+4...   ,1.46,1,12.43,14.34,          ,6508,ELLIPTICAL GALAXY
NGC 6092  ,UGC 10275    ,16 12 48.0,+27 59 00,.E.....   ,1.15,      ,14.2,                ,          ,9736,ELLIPTICAL GALAXY
NGC 4886  ,MCG 5-31-76  ,13 00 04.2,+27 59 07,.E.0...   ,1.03,0.63,14.44,14.94,          ,6359,ELLIPTICAL GALAXY
NGC 7578B ,UGC 12478    ,23 17 13.6,+18 42 28,.E.1.*.   ,1.02,      ,14.48,15.03,          ,12229,ELLIPTICAL GALAXY
          ,MCG 11-14-25A,11 26 56.5,+63 25 31,.E?....   ,0.72,      ,14.8,                ,          ,3403,ELLIPTICAL GALAXY
          ,ESO 294-10   ,00 26 33.2,-41 51 12,DE.5P*    ,1.04,      ,15.6,                ,          ,                   ,ELLIPTICAL GALAXY
NGC 4645  ,ESO 322-66   ,12 44 09.8,-41 45 01,.E+....   ,1.35,0.76,12.77,14,          ,2411,ELLIPTICAL GALAXY
NGC 889   ,ESO 298-27   ,02 19 06.9,-41 44 56,.E...*.   ,1.02,      ,14.32,                ,          ,5162,ELLIPTICAL GALAXY
IC 5157   ,ESO 404-26   ,22 03 26.9,-34 56 28,.E...*.   ,1.16,0.84,13.2,                ,          ,4471,ELLIPTICAL GALAXY
IC 4041   ,MCG 5-31-86  ,13 00 40.9,+27 59 47,.E.6...   ,0.82,0.58,15.27,14.39,          ,7039,ELLIPTICAL GALAXY
IC 4011   ,CGCG 160-242 ,13 00 06.5,+28 00 15,.E.....   ,       ,0.14,15.5,                ,          ,7223,ELLIPTICAL GALAXY
A 0733+63B,MCG 11-10-11 ,07 38 30.0,+63 37 00,.E.0.P$   ,0.52,      ,15.9,                ,          ,                   ,ELLIPTICAL GALAXY
IC 3720   ,UGC 7919     ,12 44 47.6,+12 03 49,.E...?.   ,1.23,      ,        ,                ,          ,                   ,ELLIPTICAL GALAXY
          ,MCG 3-32-28  ,12 25 24.3,+18 08 30,.E?....   ,0.54,      ,        ,                ,          ,736,ELLIPTICAL GALAXY
NGC 3608  ,UGC 6299     ,11 16 58.7,+18 08 57,.E.2...   ,1.5,1.05,11.73,14,          ,1056,ELLIPTICAL GALAXY
NGC 6057  ,MCG 3-41-106 ,16 05 39.6,+18 09 50,.E.....   ,0.77,0.47,15.4,14.43,          ,10541,ELLIPTICAL GALAXY
IC 4051   ,UGC 8129     ,13 00 53.7,+28 00 25,.E.0...   ,1,0.74,14.46,13.96,          ,4947,ELLIPTICAL GALAXY
